ensgene	symbol	m7_d5_nutri_1	m7_d5_nutri_2	m7_d5_nutri_3	m7_d5_nutri_4	Rap_d1_nutri_1	Rap_d1_nutri_2	Rap_d1_nutri_3	Rap_d1_nutri_4	Ric_d5_nutri_1	Ric_d5_nutri_2	Ric_d5_nutri_3	Ric_d5_nutri_4	v_d4_nutri_1	v_d4_nutri_2	v_d4_nutri_3	v_d4_nutri_4
ENSG00000254599	AP003715.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277459	AP001527.2	4	2	2	5	5	4	6	4	12	3	10	11	16	13	14	17
ENSG00000255403	AP000641.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254758	AP000889.1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
ENSG00000118113	MMP8	0	0	0	0	0	2	1	4	0	0	1	0	0	0	0	0
ENSG00000274486	AP002383.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254748	HNRNPCP8	2	0	0	1	1	1	0	1	3	1	3	3	1	1	0	1
ENSG00000254794	AP000676.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000279697	AP003400.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278879	AP000560.1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000254580	AP001001.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277984	AP001264.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285835	NA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000077616	NAALAD2	0	0	0	0	10	6	7	8	25	22	18	68	12	7	8	3
ENSG00000137691	C11orf70	56	27	28	71	77	77	81	57	55	72	130	196	83	38	50	37
ENSG00000250946	AP004833.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255102	AP005436.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280093	AP002791.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137675	MMP27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255256	AL136146.2	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0
ENSG00000255353	AP003057.1	5	4	6	3	1	0	0	0	7	5	4	9	8	11	7	15
ENSG00000182359	KBTBD3	29	20	8	29	38	54	25	48	32	32	41	133	25	6	2	5
ENSG00000165895	ARHGAP42	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
ENSG00000204455	TRIM51BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168876	ANKRD49	63	33	8	42	223	343	280	245	46	90	253	454	38	7	34	7
ENSG00000224829	TOMM20P1	2	0	1	0	1	2	2	0	4	1	0	1	0	0	0	0
ENSG00000254916	AP004607.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255059	AP000620.1	11	4	16	11	7	4	7	20	15	4	9	11	5	8	9	15
ENSG00000255360	AP004607.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254751	TRIM64DP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254500	RANP3	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0
ENSG00000255230	AC004923.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255009	UBTFL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231726	HMGN2P38	0	0	1	0	2	1	3	0	2	0	1	0	2	1	1	0
ENSG00000270449	AP001485.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000254818	AP004607.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254617	AP005435.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279836	AP002967.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270753	AP001836.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000023445	BIRC3	717	531	47	623	2093	1932	1837	1913	530	1015	1739	3833	785	138	386	104
ENSG00000149289	ZC3H12C	14	11	0	9	45	33	6	64	29	42	51	123	46	4	14	2
ENSG00000254792	AP003716.2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000086991	NOX4	0	0	0	0	0	0	0	0	8	7	16	5	0	1	0	0
ENSG00000255337	AP001830.1	7	12	4	4	11	6	11	3	3	15	17	23	16	8	8	12
ENSG00000173156	RHOD	0	0	0	0	0	0	0	0	0	0	0	1	3	0	6	0
ENSG00000255345	AP002957.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274584	AP001282.2	1	0	0	2	2	2	3	7	0	1	2	7	0	0	0	0
ENSG00000255183	AP000756.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280167	AP000943.4	0	0	1	0	0	0	1	0	1	1	1	0	0	0	2	1
ENSG00000279701	AP003497.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000254911	SCARNA9	1	2	0	2	2	2	2	0	0	0	1	1	1	0	0	1
ENSG00000255376	AP003066.2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000254811	AP002001.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255471	AP001528.2	0	1	0	1	3	1	1	1	2	4	2	4	2	2	0	4
ENSG00000234751	AP002381.1	1	0	0	1	0	0	2	3	0	2	0	1	1	1	0	1
ENSG00000255285	AP004833.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280124	AP003485.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254587	AP003066.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279209	AP001002.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179331	RAB39A	7	9	0	9	22	21	11	12	5	6	10	10	12	1	2	0
ENSG00000255380	AP001317.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284057	AP001273.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257012	AP002383.5	1	0	0	0	0	4	0	0	4	0	1	0	0	0	0	0
ENSG00000042429	MED17	131	51	26	73	185	141	234	169	100	127	172	227	101	37	40	19
ENSG00000255028	AP003049.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000213368	AP002383.1	0	0	1	1	0	0	1	0	1	0	1	0	0	1	2	0
ENSG00000181333	HEPHL1	10	5	4	5	3	5	9	8	9	9	24	31	7	3	5	4
ENSG00000255548	AP003043.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261098	AP000766.1	0	0	0	0	1	3	1	2	0	1	1	3	0	2	1	0
ENSG00000255170	AP003122.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149218	ENDOD1	64	28	12	29	272	260	213	201	87	90	172	158	48	33	47	31
ENSG00000286555	NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000214376	VSTM5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000255210	AP001889.1	5	25	23	15	17	18	12	12	26	19	41	30	39	31	35	28
ENSG00000255653	AP002383.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257057	C11orf97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168930	TRIM49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260008	AP001527.1	0	0	0	1	1	2	0	0	1	0	0	3	2	0	0	1
ENSG00000014138	POLA2	136	152	173	114	132	247	185	161	301	202	325	291	186	188	166	173
ENSG00000134612	FOLH1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278953	AP003499.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000123892	RAB38	10	5	17	1	352	400	375	340	85	65	125	145	106	58	55	63
ENSG00000069482	GAL	0	0	0	0	0	0	0	0	48	54	62	92	24	35	46	37
ENSG00000279248	AP003400.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254987	AP002989.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287846	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270179	AP002840.2	19	21	28	20	17	10	9	15	13	10	25	15	10	7	8	11
ENSG00000271600	AP000942.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255282	WTAPP1	0	0	0	0	2	0	0	1	3	2	13	16	2	0	1	1
ENSG00000137673	MMP7	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1
ENSG00000110660	SLC35F2	3122	2772	1942	2431	3286	3408	6165	2974	2510	2208	3685	4263	1422	899	1092	1019
ENSG00000137674	MMP20	0	3	0	1	1	0	3	2	0	3	1	0	0	2	2	2
ENSG00000285842	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269895	AP000654.1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000255332	AP003028.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000255893	AP000786.1	0	0	0	0	4	1	2	4	0	0	0	0	0	0	0	1
ENSG00000279056	AP003400.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000054967	RELT	32	31	28	22	24	31	16	19	48	28	54	32	58	60	76	68
ENSG00000255501	CARD18	73	51	68	66	40	53	47	44	90	58	103	121	68	42	66	58
ENSG00000254650	MTCYBP41	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166575	TMEM135	786	333	102	635	1282	1302	995	1214	255	481	849	1918	191	71	113	53
ENSG00000255547	RPA2P3	16	10	17	17	13	14	23	24	30	28	49	52	9	10	13	12
ENSG00000137672	TRPC6	0	2	0	0	3	0	0	0	3	3	6	3	0	0	0	2
ENSG00000254830	AP002428.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137693	YAP1	178	117	46	109	247	264	256	236	206	232	255	398	202	61	103	52
ENSG00000280339	AP001528.3	5	0	0	3	5	3	2	3	4	0	0	5	0	0	0	0
ENSG00000234376	UBTFL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227615	AP001324.1	495	476	848	633	540	613	499	519	790	429	867	743	448	461	667	937
ENSG00000173120	KDM2A	382	431	424	352	306	308	299	343	577	311	601	417	469	310	344	371
ENSG00000255316	MTND6P25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255554	OR7E1P	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000227620	ALG1L8P	6	12	7	7	2	5	4	3	8	6	10	6	4	2	3	3
ENSG00000255516	AP005436.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255486	AP003122.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288012	NA	29	31	26	17	26	24	15	22	33	27	41	35	50	41	49	52
ENSG00000137731	FXYD2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
ENSG00000254434	AP006295.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282834	AP000787.3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000254939	AP003038.1	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0
ENSG00000189253	TRIM64B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170290	SLN	2	7	4	0	4	3	5	3	10	3	8	6	6	3	6	8
ENSG00000254436	AP000648.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270868	AP000942.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256916	AP000851.1	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0
ENSG00000248027	AP001351.1	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0
ENSG00000110723	EXPH5	137	132	25	79	306	304	688	370	102	136	264	439	96	12	23	10
ENSG00000288538	NA	1	0	0	1	0	0	0	0	0	0	0	1	0	4	0	0
ENSG00000170962	PDGFD	6	4	3	3	33	15	12	26	8	15	21	49	4	4	5	3
ENSG00000254659	AP002444.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255205	MED28P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255070	OSBPL9P3	1	2	0	2	4	1	2	3	2	3	1	1	0	0	1	0
ENSG00000254604	AP002336.2	2	0	2	0	1	1	3	4	0	1	5	6	2	1	1	0
ENSG00000166266	CUL5	123	57	2	119	202	238	170	184	43	96	108	323	90	10	42	4
ENSG00000168010	ATG16L2	39	68	50	44	54	48	33	50	85	72	104	90	75	63	87	78
ENSG00000240652	AP001024.1	1998	1878	2899	1824	2172	1832	2159	1742	2598	1564	3256	2903	1796	1649	2270	2612
ENSG00000286345	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213252	AP001282.1	7	2	2	8	3	5	7	3	0	3	3	12	0	0	2	0
ENSG00000137713	PPP2R1B	578	503	342	472	1685	1680	1367	1814	1280	1213	1919	1831	1159	552	425	567
ENSG00000254785	AP005435.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255173	AP003068.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254798	AP001981.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245248	USP2-AS1	119	153	115	77	34	46	41	43	47	30	75	48	50	44	30	34
ENSG00000255065	AP002001.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255666	AP000943.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000110721	CHKA	69	49	49	48	102	83	115	94	75	70	84	108	64	62	48	61
ENSG00000166682	TMPRSS5	2	0	0	0	6	4	1	0	1	1	1	1	2	2	4	1
ENSG00000110675	ELMOD1	38	38	20	41	92	88	89	87	43	31	50	87	24	10	5	12
ENSG00000255022	AP000676.2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257087	AP003174.3	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0
ENSG00000255528	AP003123.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255478	AP000944.1	5	2	2	1	4	1	1	1	1	1	0	0	0	1	1	2
ENSG00000255200	PGAM1P8	8	1	0	12	94	85	93	72	28	48	78	166	20	18	11	22
ENSG00000254555	AP003730.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256928	AP000763.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177103	DSCAML1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170209	ANKK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000110237	ARHGEF17	185	183	171	159	131	161	107	126	290	133	246	201	279	239	301	273
ENSG00000254416	AP000924.1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000256717	AP002991.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254558	AP005435.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254422	AP000942.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254511	AP002802.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225215	SMARCE1P1	7	4	2	3	0	4	3	0	1	1	5	5	4	2	1	2
ENSG00000254851	AP005018.2	5	2	2	6	2	2	1	1	12	8	8	8	7	8	7	12
ENSG00000255149	AP002963.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255429	AP003400.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255241	AP005436.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166439	RNF169	42	19	7	28	41	39	11	42	40	40	77	59	27	20	19	16
ENSG00000198382	UVRAG	311	185	91	239	435	438	162	475	447	367	619	717	270	134	122	130
ENSG00000227376	FTH1P16	9	6	12	6	11	9	7	5	12	6	6	15	9	10	15	22
ENSG00000213287	AP001102.1	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1
ENSG00000110057	UNC93B1	203	273	243	151	189	187	80	157	192	149	198	135	194	175	221	248
ENSG00000254702	AP002353.1	5	3	1	5	3	6	5	9	7	6	10	18	3	1	4	0
ENSG00000162300	ZFPL1	315	343	406	212	235	297	229	281	346	276	335	266	275	242	307	306
ENSG00000233497	HNRNPA1P60	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
ENSG00000254420	AP003086.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245148	ARAP1-AS2	0	0	0	2	0	2	0	0	0	1	3	0	1	1	0	1
ENSG00000250390	AP001790.1	1	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0
ENSG00000287245	NA	1	0	2	2	3	4	11	10	1	1	6	3	5	0	0	2
ENSG00000255014	ARL6IP1P3	4	2	2	1	5	7	5	12	3	3	7	8	6	3	1	0
ENSG00000224776	RPSAP50	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000270969	AP001823.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204449	TRIM49C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166002	SMCO4	69	73	59	56	83	98	57	55	101	98	138	99	101	54	129	96
ENSG00000149313	AASDHPPT	745	440	227	792	1660	1963	1625	1548	584	654	1245	2563	633	254	406	233
ENSG00000255239	TREHP1	0	0	0	0	0	2	2	0	0	1	1	0	1	0	1	2
ENSG00000149380	P4HA3	5	13	18	2	3	5	6	4	31	17	27	28	10	7	17	11
ENSG00000257101	LRRC37A13P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254506	AP003080.1	10	3	7	16	18	21	9	15	16	15	21	23	10	8	5	8
ENSG00000152558	TMEM123	409	255	45	411	811	946	611	672	344	451	588	2001	343	96	180	57
ENSG00000255580	AP000462.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255483	AP000889.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255903	RPL12P46	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285568	NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000255245	FXYD6-FXYD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254844	AP000757.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254944	ATP5F1P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000074201	CLNS1A	2908	2412	2063	2203	3061	2852	3106	2823	3473	3041	4936	6063	2277	1427	1128	1281
ENSG00000149823	VPS51	616	621	841	451	417	421	240	375	549	365	552	399	369	320	424	418
ENSG00000279818	AP002991.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149792	MRPL49	2970	3027	3953	2574	2487	2996	2804	2952	3236	2315	4039	3862	2190	2147	2190	3371
ENSG00000150687	PRSS23	725	642	425	470	761	950	698	718	1064	716	1278	1498	1059	654	659	810
ENSG00000283483	AC068205.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256091	MTRF1LP1	1	0	1	1	1	2	0	0	1	1	2	1	0	0	0	1
ENSG00000160172	FAM86C2P	479	521	575	436	279	295	306	293	479	298	481	422	334	239	253	308
ENSG00000255502	AP003730.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228607	CLDN25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254850	AC004923.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286731	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271022	AP002365.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000254509	AP000866.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149212	SESN3	17	19	5	22	118	149	52	105	30	25	58	105	23	2	20	4
ENSG00000227487	NCAM1-AS1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000243669	AP000926.2	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0
ENSG00000241170	AP001992.1	1	0	0	0	2	4	4	1	0	2	1	8	0	1	3	1
ENSG00000255605	AP000820.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223709	TRIM64EP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279793	AP000676.3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000255409	RSF1-IT1	0	0	0	0	1	1	0	3	0	2	0	1	0	0	0	0
ENSG00000256452	AP003170.3	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000270423	AP001981.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285813	NA	2	3	0	9	2	1	7	3	0	1	6	1	0	0	1	0
ENSG00000256448	AP000763.3	0	0	0	0	0	2	0	0	1	2	0	1	0	0	0	0
ENSG00000254968	AP003063.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255246	AP000793.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166900	STX3	186	189	141	106	249	249	185	261	847	639	941	871	759	565	403	502
ENSG00000174804	FZD4	70	48	34	62	39	49	69	56	42	33	91	39	66	30	12	65
ENSG00000109944	C11orf63	50	37	6	36	30	41	27	41	59	42	86	122	46	23	26	24
ENSG00000186642	PDE2A	0	4	7	0	47	61	30	70	5	1	1	3	13	11	24	11
ENSG00000272575	LINC02098	1	1	1	0	0	0	0	0	1	1	0	1	1	0	1	0
ENSG00000137714	FDX1	109	59	39	60	160	194	151	84	107	110	112	165	122	52	35	29
ENSG00000255299	AP003557.1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000243777	AP000942.1	44	39	33	48	37	35	23	25	50	39	63	62	23	19	21	36
ENSG00000137699	TRIM29	6	0	2	1	0	0	0	0	0	0	0	0	4	2	5	1
ENSG00000288020	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244134	RPS12P20	0	3	1	1	0	1	1	1	1	2	0	1	1	0	1	1
ENSG00000255599	AP000997.1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
ENSG00000175213	ZNF408	624	685	846	585	519	504	360	454	1291	771	1206	876	1021	887	1275	1150
ENSG00000244400	RPS4XP12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270510	AP000811.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254880	PKNOX2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279353	AP001324.3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000152578	GRIA4	3	0	0	0	4	0	1	2	0	0	1	6	6	0	0	0
ENSG00000286023	NA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196914	ARHGEF12	183	146	82	167	107	144	97	133	82	133	125	221	152	61	90	59
ENSG00000227125	AP002856.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246790	AP000977.1	0	3	0	1	1	0	0	0	0	0	0	1	3	0	0	0
ENSG00000254863	AP001360.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255094	AC090159.1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000254455	HIGD1AP10	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255422	AP002954.1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	2
ENSG00000259571	BLID	5	10	1	7	5	10	5	12	5	6	6	19	12	1	1	2
ENSG00000254697	COPS8P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244641	AP000926.3	1	0	0	2	0	3	3	1	0	0	2	2	1	1	1	2
ENSG00000254823	AP001782.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000256167	ATF4P4	18	21	27	27	8	3	6	3	20	11	24	21	10	14	11	9
ENSG00000154144	TBRG1	280	276	247	266	480	604	527	481	527	500	714	829	680	438	537	496
ENSG00000154146	NRGN	35	48	41	29	53	65	26	54	46	37	67	57	51	43	55	69
ENSG00000255011	AP004607.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260254	AP000997.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255327	AP003062.1	4	2	0	2	0	0	0	0	0	0	0	0	1	2	0	0
ENSG00000255074	AC018523.1	17	4	21	7	10	12	8	6	15	9	22	21	9	6	7	13
ENSG00000282728	PGR-AS1	0	0	0	0	4	5	0	1	1	0	0	0	0	0	1	0
ENSG00000137642	SORL1	1561	1373	1049	1058	532	569	180	581	291	218	384	269	516	305	314	279
ENSG00000196323	ZBTB44	129	89	23	118	108	145	185	118	83	78	203	234	55	61	45	28
ENSG00000134940	ACRV1	28	13	13	13	22	16	29	14	22	13	25	28	16	6	9	9
ENSG00000255055	MTND1P35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187686	KRT18P59	5	2	12	1	11	25	17	21	27	17	41	22	16	10	11	9
ENSG00000255455	AP003486.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240121	RPS27P20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288528	NA	24	8	3	17	120	164	249	105	15	18	66	68	12	7	4	3
ENSG00000110013	SIAE	10	8	6	9	8	0	11	1	8	7	8	18	1	2	4	2
ENSG00000254534	AP000776.1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000255255	PPP1R1AP1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0
ENSG00000227593	PHBP16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000237612	AP002856.4	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
ENSG00000255786	AP000763.1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109943	CRTAM	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1
ENSG00000109971	HSPA8	92020	62746	64259	84752	124111	146403	105696	132946	143273	112160	198530	207381	92608	54477	39857	57770
ENSG00000236437	LINC02151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273003	ARL2-SNX15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000285825	NA	14	6	5	7	40	41	33	24	6	8	11	32	22	0	4	2
ENSG00000043039	BARX2	17	35	25	15	19	15	30	15	3	4	6	9	8	6	7	9
ENSG00000254561	AP003393.1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287238	NA	0	2	0	1	0	0	0	0	0	0	2	2	1	0	0	0
ENSG00000241097	AP001324.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286943	NA	5	2	0	0	1	1	0	4	0	0	3	14	3	1	0	1
